run_id	condition	trial_type	condition_1	desktop_conf	attent_conf	c_strength	stable_c	stable_col	scenario	efficacy_check	variability_check	age	gender	tech_issues	response	recorded_at	PROLIFIC_PID	str_correct	stab_correct	main_dv	main_dv_rec
288	37	html-slider-response	37	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 75%.	1	38	1: male	"	0	2022-01-04 12:30:27	5a6fec42ff6f2300013ee471	correct	correct	0	0
355	39	html-slider-response	37	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 75%.	1	38	2: female	"	7	2022-01-04 14:46:27	6164644cda075b1b7e711b88	correct	correct	0.07	0.07
18	38	html-slider-response	38	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 75%.	1	45	1: male	"	0	2022-01-04 09:27:25	5f50df740cd9d52780816cca	correct	correct	0	0
96	38	html-slider-response	38	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 75%.	1	33	2: female	Nothing to report	76	2022-01-04 10:19:57	611a2ea35b55372a1608efd5	correct	correct	0.76	0.76
137	38	html-slider-response	38	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 75%.	1	69	2: female	"	77	2022-01-04 10:39:04	5b13da851e55760001ba009a	correct	correct	0.77	0.77
151	38	html-slider-response	38	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 75%.	1	67	2: female	"	76	2022-01-04 10:52:12	5b70758cf3dd6600010aa9eb	correct	correct	0.76	0.76
259	38	html-slider-response	38	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 75%.	1	52	1: male	I don't believe I had any issues, my screen was in full mode - no issues to report	57	2022-01-04 12:25:34	60be02566a8a001faeca2608	correct	correct	0.57	0.57
368	25	html-slider-response	38	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 75%.	1	28	2: female	"	32	2022-01-04 15:06:55	5a8c553bb093f80001a812cf	correct	correct	0.32	0.32
50	39	html-slider-response	39	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 75%.	1	39	1: male	None.	85	2022-01-04 09:49:44	5f61e6998ee2cb18c229f328	correct	correct	0.85	0.15
121	39	html-slider-response	39	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 75%.	1	28	2: female	"	97	2022-01-04 10:34:29	5fad250c2ca7723a557365b9	correct	correct	0.97	0.03
149	39	html-slider-response	39	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 75%.	1	22	1: male	"	78	2022-01-04 10:46:50	5fb430c4ca50ba09c09927fe	correct	correct	0.78	0.22
224	39	html-slider-response	39	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 75%.	1	56	2: female	"	3	2022-01-04 12:00:52	5c8808098d2bbf0017e4b527	correct	correct	0.03	0.97
243	39	html-slider-response	39	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 75%.	1	35	1: male	"	1	2022-01-04 12:11:59	6095b4c8a271fa79eac86564	correct	correct	0.01	0.99
358	41	html-slider-response	39	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 75%.	1	56	2: female	NO PROBLEMS	76	2022-01-04 14:50:38	5aafd9eff69e940001d88bf4	correct	correct	0.76	0.24
39	40	html-slider-response	40	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 75%.	1	30	1: male	"	0	2022-01-04 09:49:23	5b71627eddd1aa00012c892f	correct	correct	0	1
79	40	html-slider-response	40	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 75%.	1	31	2: female	I experienced no errors and found the information was explained very well.	61	2022-01-04 10:18:48	603ab157b6ca3370a7c7b019	correct	correct	0.61	0.39
138	40	html-slider-response	40	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 75%.	1	19	2: female	did not find any	43	2022-01-04 10:39:50	6130d57da0b6aefe269f63a6	correct	correct	0.43	0.57
179	40	html-slider-response	40	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 75%.	1	31	2: female	"	16	2022-01-04 11:23:19	5e1b8b1f05e1513aef9dd093	correct	correct	0.16	0.84
209	40	html-slider-response	40	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 75%.	1	37	2: female	"	18	2022-01-04 12:00:40	57b715b842195e000159f82b	correct	correct	0.18	0.82
248	40	html-slider-response	40	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 75%.	1	25	2: female	"	77	2022-01-04 12:19:33	5e98ce846515431026d195c6	correct	correct	0.77	0.23
57	41	html-slider-response	41	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 65%.	1	36	1: male	"	100	2022-01-04 09:49:52	5f51928b9cd7773e67c1f84a	correct	correct	1	0
184	41	html-slider-response	41	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 65%.	1	46	2: female	None	10	2022-01-04 11:23:29	60dd7e78241358532c6a9024	correct	correct	0.1	0.9
234	41	html-slider-response	41	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 65%.	1	31	1: male	There were no problems with the study, although the description in Prolific (the page where participants accept/decline to take part) seems to be for a different study ('Intuitions about diseases and medicines (jan a)')	74	2022-01-04 12:05:15	572f526c3c27e7000e0b8aaa	correct	correct	0.74	0.26
267	41	html-slider-response	41	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 65%.	1	60	2: female	no	100	2022-01-04 12:25:42	5cd6c1197b871a0001b13589	correct	correct	1	0
316	41	html-slider-response	41	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 65%.	1	33	2: female	"	21	2022-01-04 13:20:27	5b7e789e0c01d10001da4c0c	correct	correct	0.21	0.79
372	47	html-slider-response	41	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 65%.	1	39	2: female	"	0	2022-01-04 15:15:25	606dfa7094567e608e95135f	correct	correct	0	1
25	42	html-slider-response	42	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 65%.	1	62	1: male	None	73	2022-01-04 09:27:35	5f58ad1de350f30278169535	correct	correct	0.73	0.27
52	42	html-slider-response	42	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 65%.	1	52	2: female	"	2	2022-01-04 09:49:46	5e10783741a089000a6a8562	correct	correct	0.02	0.98
165	42	html-slider-response	42	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 65%.	1	40	2: female	"	88	2022-01-04 11:23:08	5beecf340431f3000193c926	correct	correct	0.88	0.12
286	42	html-slider-response	42	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 65%.	1	51	2: female	"	100	2022-01-04 12:30:02	5eca536f9aa4f658d641a7d9	correct	correct	1	0
361	16	html-slider-response	42	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 65%.	1	37	2: female	"	82	2022-01-04 14:57:37	5ed39d114858d002a0691781	correct	correct	0.82	0.18
362	38	html-slider-response	42	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 65%.	1	37	2: female	"	85	2022-01-04 14:58:07	5cfcbebcc7d9910001ae884b	correct	correct	0.85	0.15
69	43	html-slider-response	43	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 65%.	1	33	3: non-binary	"	83	2022-01-04 10:18:41	5f3d6ca05772161108bc0e2e	correct	correct	0.83	0.83
120	43	html-slider-response	43	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 65%.	1	38	2: female	"	77	2022-01-04 10:34:22	60708764c70cff143376021e	correct	correct	0.77	0.77
154	43	html-slider-response	43	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 65%.	1	27	1: male	"	9	2022-01-04 10:52:43	610d505ad461a3607f6ec804	correct	correct	0.09	0.09
225	43	html-slider-response	43	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 65%.	1	36	2: female	none	76	2022-01-04 12:00:53	5f6d1389e5d74817b6231b3b	correct	correct	0.76	0.76
284	43	html-slider-response	43	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 65%.	1	27	2: female	"	62	2022-01-04 12:29:59	5f7f50b84de3e60cc5140897	correct	correct	0.62	0.62
304	43	html-slider-response	43	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 65%.	1	20	1: male	N/A	94	2022-01-04 13:19:41	60af75c97b9939e8757c37e7	correct	correct	0.94	0.94
38	44	html-slider-response	44	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 65%.	1	27	2: female	"	10	2022-01-04 09:49:23	5cdee58b1497a8000147ba77	correct	correct	0.1	0.1
80	44	html-slider-response	44	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 65%.	1	38	2: female	"	84	2022-01-04 10:18:49	61487449c4291d9ddc99b8b1	correct	correct	0.84	0.84
142	44	html-slider-response	44	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 65%.	1	24	2: female	"	63	2022-01-04 10:46:30	5e716ca3bea4de092aebb04e	correct	correct	0.63	0.63
183	44	html-slider-response	44	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 65%.	1	32	2: female	"	86	2022-01-04 11:23:29	609ab041cc94050f95ece378	correct	correct	0.86	0.86
202	44	html-slider-response	44	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 65%.	1	78	1: male	"	10	2022-01-04 11:41:16	59bb9e3a178f1b0001828b12	correct	correct	0.1	0.1
244	44	html-slider-response	44	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 65%.	1	56	1: male	None	20	2022-01-04 12:12:03	60e3032e6870f5657ffc266c	correct	correct	0.2	0.2
42	45	html-slider-response	45	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 65%.	1	30	2: female	"	63	2022-01-04 09:49:35	614d0a5b382dc767f17ef857	correct	correct	0.63	0.63
88	45	html-slider-response	45	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 65%.	1	53	1: male	None	30	2022-01-04 10:18:54	6079f6b0bcd690c5a5cbbcec	correct	correct	0.3	0.3
255	45	html-slider-response	45	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 65%.	1	43	1: male	"	16	2022-01-04 12:25:32	5ef0ff8017f678488a2e62b2	correct	correct	0.16	0.16
330	37	html-slider-response	45	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 65%.	1	24	2: female	"	64	2022-01-04 14:12:34	60eefc637c43864099be023a	correct	correct	0.64	0.64
331	39	html-slider-response	45	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 65%.	1	20	2: female	"	22	2022-01-04 14:12:37	5f12ad33a5b0e321fa828a45	correct	correct	0.22	0.22
373	5	html-slider-response	45	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 65%.	1	36	2: female	no	66	2022-01-04 15:23:08	5ae3563e5cd05500015ed96b	correct	correct	0.66	0.66
14	46	html-slider-response	46	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 65%.	1	49	2: female	"	81	2022-01-04 09:27:11	6107b5b78f1c05983711a3b7	correct	correct	0.81	0.81
86	46	html-slider-response	46	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 65%.	1	28	2: female	"	95	2022-01-04 10:18:52	5c8ebaed13e167000176428f	correct	correct	0.95	0.95
127	46	html-slider-response	46	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 65%.	1	38	2: female	"	25	2022-01-04 10:35:33	5c8b065abd96ce0001947d1b	correct	correct	0.25	0.25
148	46	html-slider-response	46	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 65%.	1	57	2: female	"	11	2022-01-04 10:46:44	610c0032948e1026ee7eb3e1	correct	correct	0.11	0.11
320	46	html-slider-response	46	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 65%.	1	24	2: female	Thanks!	86	2022-01-04 13:20:42	61254fba095b9df425e816ea	correct	correct	0.86	0.86
332	42	html-slider-response	46	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 65%.	1	55	2: female	n/a	17	2022-01-04 14:14:18	615f5cae42df61c24539d5b5	correct	correct	0.17	0.17
6	47	html-slider-response	47	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 65%.	1	45	1: male	Final question threw me a bit determining a difference between the first and 2nd answers. It read poorly, Apologies I probably need caffeine	17	2022-01-04 09:09:14	5880eca663c3fc000175dcd5	correct	correct	0.17	0.83
76	47	html-slider-response	47	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 65%.	1	24	2: female	"	23	2022-01-04 10:18:47	6130c8020154d654a21563c7	correct	correct	0.23	0.77
114	47	html-slider-response	47	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 65%.	1	34	2: female	"	67	2022-01-04 10:34:12	5dbb0562b1df1b110ead5bba	correct	correct	0.67	0.33
217	47	html-slider-response	47	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 65%.	1	35	2: female	"	70	2022-01-04 12:00:47	5d80ee2f613aa90016874530	correct	correct	0.7	0.3
289	47	html-slider-response	47	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 65%.	1	44	2: female	None	14	2022-01-04 12:30:27	60f9425c7cd7f5e12ccd1b9b	correct	correct	0.14	0.86
307	47	html-slider-response	47	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 65%.	1	30	2: female	There was no issue with this study.	100	2022-01-04 13:19:50	607efc8235abfb9a195cf3c1	correct	correct	1	0
9	48	html-slider-response	48	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 65%.	1	29	2: female	"	83	2022-01-04 09:09:45	60e1a626ddf351245640baae	correct	correct	0.83	0.17
65	48	html-slider-response	48	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 65%.	1	21	2: female	There were none, I just felt unsure about my answers even though I spent time reading the texts maybe make the facts bold to enhance memory	63	2022-01-04 09:50:57	60c49be62f2fb5af5f74eca4	correct	correct	0.63	0.37
178	48	html-slider-response	48	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 65%.	1	38	2: female	"	73	2022-01-04 11:23:17	5f21c5e16fcf636045690ba3	correct	correct	0.73	0.27
203	48	html-slider-response	48	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 65%.	1	36	1: male	Everything seemed to work fine. Thank you.	82	2022-01-04 11:41:38	5d5a75c570a7c1000152623e	correct	correct	0.82	0.18
282	48	html-slider-response	48	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 65%.	1	32	2: female	"	30	2022-01-04 12:29:58	5b2accc228c8850001e7f85b	correct	correct	0.3	0.7
333	32	html-slider-response	48	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 65%.	1	31	2: female	"	76	2022-01-04 14:15:51	6149d516a3c16102a1a816bb	correct	correct	0.76	0.24
