sID	Condition	Strength	Level	Unstable_label	Unstable_col	rating_stable	rating_unstable	Desktop_Confirmation	Attention_Confirmation	Age	Sex	Justification	Efficacy_check	Variability_check	Technical_issues	Duration (sek)	scenario_check
724	2	ten	personal	Zyphranol	blue	47	84	1	1	58	2	As the treatment is only 10% successful I feel that a 10% chance is very small. I would on the whole rather take a chance that I am in one of the blood groups in which it works better as if I am I have a better overall chance of surviving. I am not 100% about this though, because there is also a 50:50 chance that I am not in one of the blood groups and have a virtually zero chance of surviving.    So while I would chose Z overall, I cannot quite discard L. Because at least I would have a 10%r rate of survival overall.	6	1	-99	572	correct
727	2	ten	personal	Zyphranol	blue	56	44	1	1	50	2	Regarding the graph, I preferred the bit of predictability of the A drug over the peaks and valleys of the Z drug.. The Z medication seemed a bit riskier.	6	1	-99	672	correct
729	2	ten	personal	Zyphranol	blue	0	99	1	1	43	2	I feel that I would have a better chance of a positive outcome with the drug I chose.	6	1	-99	236	correct
730	2	ten	personal	Zyphranol	blue	99	1	1	1	54	2	I choose to not to take the Zyphranol one because how well the drug worked depended on your blood type,  It did not work on certain blood types and as the was no time to do a blood test and check my blood type I chose the other one.	6	1	-99	554	correct
731	2	ten	personal	Zyphranol	blue	99	2	1	1	35	2	i think the chances of having the correct blood composition that makes zyphranol work for you are quite low but the other medicine would give you an equal chance of it working as all blood compositions	6	1	-99	455	correct
735	2	ten	personal	Zyphranol	blue	58	43	1	1	32	1	none	3	2	-99	219	incorrect
737	2	ten	personal	Zyphranol	blue	49	49	1	1	61	1	Given what I know, my chances of survival are identical whichever medicine I take. I am therefore indifferent to which is administered to me. Tell my wife I love her.	6	1	-99	509	correct
738	2	ten	personal	Zyphranol	blue	75	14	1	1	43	1	There is a constant 1 in 10 chance that I will survive if I took one of the pills    The other one had a 0% survival rate for around 90% of the blood types, that is a risk that I don't think I would take, although neither give great outcomes	6	1	None	304	correct
742	2	ten	personal	Zyphranol	blue	6	98	1	1	24	2	without knowing what blood i have, I would take the chance that i have a composition on which the pill I had chosen would be more effective	6	1	n/a	439	correct
748	2	ten	personal	Zyphranol	blue	73	25	1	1	21	1	only 7 blood compositions will have an increased chance and they are all equally spread so unlikely to have	6	1	-99	251	correct
749	2	ten	personal	Zyphranol	blue	37	85	1	1	20	1	I would happily take either form of medicine as if I contracted Lipogastrosis I would slowly die. Therefore being williing to take either will either protect me and solve the disease or not and provide no side effects as stated on the previous pages	6	1	No errors	673	correct
751	2	ten	personal	Zyphranol	blue	50	92	1	1	51	2	I would prefer to take the drug beginning with Z because the other drug only offers a 10% chance of survival....this drug actually has produced in some cases vastly inflated results and i would in the circumstances take that risk.	6	1	all was good thank you	484	correct
752	2	ten	personal	Zyphranol	blue	82	53	1	1	59	2	i prefer less risks and want to help my outcome	6	1	-99	204	correct
753	2	ten	personal	Zyphranol	blue	84	30	1	1	57	1	Because Alcetyne is better across all the blood types, without knowing my blood type, it could be an instant death sentence by taking Zyphranol which even in the blood types where it's better, it's still not guaranteeing a cure.	6	1	-99	463	correct
754	2	ten	personal	Zyphranol	blue	100	0	1	1	31	2	We have a series of different groups of people with different blood compositions. Some groups enjoy some/great protection with the one that saves lives more unevenly (sorry, I've apparently already forgotten their names), but if I don't happen to be a member of one of those groups, the graph clearly shows I will enjoy no protection at all. I was not given any information as to what my blood composition is for the purpose of this study. 10% protection with great certainty seems better to me than gambling, with bad odds, on  decent to good  protection and no protection at all if I'm unlucky.	6	1	-99	403	correct
758	2	ten	personal	Zyphranol	blue	100	1	1	1	21	2	I would take the first one because it has the same effectiveness for all blood types so there wouldn't be any risk of it not working with my bloodtype, unlike the second one.	6	1	-99	222	correct
761	2	ten	personal	Zyphranol	blue	20	25	1	1	33	2	I trust the medication that works regardless of blood type	6	1	-99	254	correct
762	2	ten	personal	Zyphranol	blue	99	0	1	1	69	2	There are relatively few blood types which are successfully treated by zyphranol. The liklihood of being one of those types is nor high enough to justify using it.	6	1	-99	485	correct
763	2	ten	personal	Zyphranol	blue	79	96	1	1	41	2	Given the possibility of survival for certain blood compositions i would opt for Zyphranol as compared to Alcetyne in the hope that i have blood composition that will give me a higher chance of survival.	6	3	-99	422	incorrect
765	2	ten	personal	Zyphranol	blue	99	3	1	1	33	2	The reason why l prefered taking the Alcetyne drug than the Zyphranol is that with taking the Alcetyne  there's a higher chance of surviving than taking the other drug because l don't know my blood type yet l might take the Zyphranol and my blood rejects it.	6	1	Didn't experience any problems at all.	848	correct
767	2	ten	personal	Zyphranol	blue	72	22	1	1	19	2	Although, there is a possibility the pill could have a really high desired effect its not 100%. I would rather take the pill that has more consistently average results.	4	1	No issues	187	incorrect
770	2	ten	personal	Zyphranol	blue	100	6	1	1	22	2	While the efficacy of both drugs is around the same 10% the zyphranol drug may not react as well with my blood composition as I don't know which blood composition i have I would take the Alcetyne drug to be safe and to have certainty that I will have the 10% chance of survival regardless of my blood type composition	6	1	n/a	580	correct
772	2	ten	personal	Zyphranol	blue	75	48	1	1	38	2	The Z one seems like a riskier choice given that you are sure to die if you have the wrong blood type.	6	1	None	230	correct
773	2	ten	personal	Zyphranol	blue	99	100	1	1	24	2	if i am certain to die of the disease without taking either medicine and they both have a similar efficacy, i would take either. I feel like the chance of death is so high regardless of which drug I would take	6	1	-99	224	correct
774	2	ten	personal	Zyphranol	blue	100	0	1	1	48	2	I decided to go for the second drug because there is a much less difference with that one as to what my blood composition is.  There seems much more of a chance that that would cure me than the first one.	6	1	No, there were no errors.	568	correct
776	2	ten	personal	Zyphranol	blue	89	84	1	1	50	2	The medicine chosen appeared to have a very slight increased efficacy	6	3	It was clear enough to understand	396	incorrect
777	2	ten	personal	Zyphranol	blue	4	98	1	1	39	2	Even thought the average probabilty with which the 2 medicines prevent death are the same, Zyphranol preventing death from Lipogastrosis varied across patients depending on a patient’s type of blood composition and there is a small chance that if I had the type of blood composition it was effective then the medicine would be fully effective for me and the probablity for my survival will be more than 10% then.    But Alcetyne preventin infected people from dying varied only little and the small chance of the blood composition helping survival rate more than 10% is not there.    so to take a small chance of survival rate, i would choose Zyhranol	6	1	Spelling error  in the paragraph -  While the average probability .....      The spelling error is patients and not patiens	941	correct
779	2	ten	personal	Zyphranol	blue	88	86	1	1	37	2	I gave my reason based on the fact that i don't want die, and imight be luckyto be among the 10% that won't die	6	3	no	1175	incorrect
780	2	ten	personal	Zyphranol	blue	0	99	1	1	35	1	I have seen the survival rates being much higher for pill-Z depending on blood compostiion therefore I would take the risk and take that. With pill-A the survival rates are comparatively very low at 10% therefore survival is somewhat unlikely if i decide to take pill-A.	6	1	-99	519	correct
783	2	ten	personal	Zyphranol	blue	93	7	1	1	31	2	With being unknown what blood type i wouldn't risk it. Given 10% is the average anyway i would rather chance that	6	1	-99	198	correct
788	2	ten	personal	Zyphranol	blue	27	85	1	1	18	2	I chose this medication because certain blood types have a higher chance of success so I would take my chances	6	1	-99	535	correct
791	2	ten	personal	Zyphranol	blue	3	97	1	1	36	1	The expectation value of living after taking Zyphantol is greater than taking the other medicine, assuming that my blood composition is equally likely to be any of the studied blood compositions. This is because Zyphantol works so well for some of the blood compositions even though it provides nearly or no benefit for other blood compositions.	6	1	I did not see any errors.	338	correct
792	2	ten	personal	Zyphranol	blue	0	71	1	1	30	2	Both pills offer very low success rate but the likelihood of survival seemed greater with the zyphyrol	1	1	-99	312	incorrect
795	2	ten	personal	Zyphranol	blue	77	46	1	1	48	2	first one less deaths and second one was not to sure then went down the middle.	5	2	none	321	incorrect
797	2	ten	personal	Zyphranol	blue	100	0	1	1	20	1	There is a higher overall chance of recovery from the illness with Alcetyne compared to the other one. At the other medicine there were so many points on the graph where it's effectiveness was equal with 0.	6	1	-99	500	correct
799	2	ten	personal	Zyphranol	blue	72	10	1	1	57	1	For the few  lucky  blood type(s), using 'Z' should produce good outcomes with higher probability.  However, for large majority of individuals, 'Z' actually is less effective and 'A'.  Unless I had firm knowledge that my blood type would benefit, I'd choose 'A'.    Sorry, can't remember how to spell either of the treatments.	6	1	no problems noted; no other comments	387	correct
800	2	ten	personal	Zyphranol	blue	79	18	1	1	50	1	I get a 10% chance of survival, no matter my blood group. With the other medication I have to be in one of the blood groups which get good protection	6	1	-99	186	correct
803	2	ten	personal	Zyphranol	blue	67	15	1	1	29	2	The alcetyne drug had effectively protected 10% of all blood types, while the Zyphahol only protected some of the blood types, while having 0% effective rate on most of the other patients. That is a risky decision.	6	1	-99	407	correct
807	2	ten	personal	Zyphranol	blue	6	92	1	1	23	1	The survival rating is only 10% for the medication I did not choose. Rather than wait for a miracle, I would increase my chances ( expected returns ) of life by taking the alternative. If I do such, I may have a survival rating of 50%+.	6	1	-99	274	correct
810	2	ten	personal	Zyphranol	blue	82	98	1	1	52	2	There seems to be a better chance of taking the Zephrynol (spelling)? in the hopes that my blood type would react accordingly. I would also be willing to take the Alcetyne as well	6	1	-99	221	correct
813	2	ten	personal	Zyphranol	blue	0	100	1	1	47	2	Hopefully, my blood type would be one that would respond to the drug starting with Z.  I would always go with the one that gave me a better chance.	6	1	No problems or errors.	274	correct
814	2	ten	personal	Zyphranol	blue	50	51	1	1	30	1	It makes no difference. Without knowing my blood type the chances of either drug saving my life is 10%. How that 10% is composed is irrelevant statistically.	6	1	It says the two blood types are equally likely but on the graph they are not appearing in equal numbers. This is unclear and significantly affects the decision.	294	correct
818	2	ten	personal	Zyphranol	blue	100	0	1	1	31	1	There is only 7 out of the 40 blood types that get that increased efficacy from Zyphenol(sp?), so I'm betting that I wouldn't have one of those 7 blood types and therefore going with the 10% chance of living across the board.	6	1	-99	521	correct
820	2	ten	personal	Zyphranol	blue	86	56	1	1	68	2	Alcetyne appear not to rely on blood groups, and as the scenario states I am unaware of this aspect then it seems this drug would be more effective for me.  In addition the graph indicates it is slightly more effective.	6	1	-99	672	correct
822	2	ten	personal	Zyphranol	blue	100	0	1	1	51	1	I much prefer the  guaranteed  10% chance over the gamble.  I feel it gives me a definite fighting chance to survive, and seems to give me a bit more control of the situation.	6	1	N/A	434	correct
825	2	ten	personal	Zyphranol	blue	45	45	1	1	52	2	I would not be wholly sure if the medicines would be effective, therefore I would attain further information in regards to their performance and safety before taking them	6	3	none	180	incorrect
826	2	ten	personal	Zyphranol	blue	7	29	1	1	25	1	The chance of surviving with the Z medince are greater when blood groups are an influence. Whereas the A medicine barely changes.	5	1	-99	247	incorrect
827	2	ten	personal	Zyphranol	blue	36	64	1	1	25	2	I think Alcetyne is more stable than Zyphranol, however Zyphranol has higher success rates, even if they flux-uate.	4	1	-99	795	incorrect
828	2	ten	personal	Zyphranol	blue	67	35	1	1	43	1	I feel as though a 10% chance regardless is better than risking the 0% of the Zyphranol if you have the wrong blood type.  Also, the percentage saved by Zyphranol even with the right blood type only increase by a certain amount, they don't go to 100%.	6	1	-99	515	correct
829	2	ten	personal	Zyphranol	blue	16	78	1	1	44	1	In making my decision, I tried to place myself in the situation of having this terminal disease and considered the available facts as they were presented. Firstly, the two treatments available both have a very low recovery rate - 10% - so there is a 90% chance (in my mind, almost certainty) of death. Taking Alcetyne gives, on average, a very low chance of survival but a low chance that is certain. Turning to Zyphranol, out of 40 blood type compositions, 6 of those have a much greater chance of the drug preventing death, on average 15%. I would prefer to take my chances that my blood type was in one of these 6 types, and the further (greater - > 25%) chance that I would recover, than take the drug which saves 1 in 10 people and hope that I was lucky!	6	1	No errors or problems to report, everything worked well for me.	558	correct
830	2	ten	personal	Zyphranol	blue	98	1	1	1	42	2	to avoid risk of taking the drug and it not working depending on my blood type	6	1	-99	171	correct
833	2	ten	personal	Zyphranol	blue	25	98	1	1	26	2	I would prefer to take Zyphranol because the chances of surviving are much more successful if you match the correct blood type. Whereas, with the other one, you only have a 10% chance, no matter what blood type you are. So it seems the better choice to me. You will always have a 10% chance of survival anyhow, no matter which medicine you take. So by taking Zyphranol, you can increase your survival rate significantly.	6	3	-99	600	incorrect
834	2	ten	personal	Zyphranol	blue	70	34	1	1	38	2	Although the benefit from drug A is low it is constant, and drug Z only performed better in a minority of the times displayed on the graph	6	1	-99	346	correct
836	2	ten	personal	Zyphranol	blue	92	9	1	1	40	2	From the graph it looks like for a huge number of blood types the Z medicine has a zero or virtually zero chance of survival, and not very many have more than 10% chance of survival. However, all blood types choosing the A medicine have around 10% chance of survival. Medicine A seems like better odds to me.	6	1	N/A	489	correct
838	2	ten	personal	Zyphranol	blue	100	0	1	1	63	2	Maths isn't my strong point but, from the graph provided, I can see the steady red line of Alcetyne stands at a consistently higher level of success (regardless of blood type) than the wildly fluctuating blue line of Zyphranol which mostly seems to sit at 0% of success. I would take my chances with Alcetyne, bearing in mind that I may well be one of the 90% who will die, regardless of which medicine I choose.	6	1	-99	822	correct
839	2	ten	personal	Zyphranol	blue	4	98	1	1	38	2	Zyphranol proved to be the more effective drug in the research with the graph showing early treatment using it gives a higher success rate. Alcetyne did not prove to be as effective so I didn't choose it.	6	1	-99	454	correct
841	2	ten	personal	Zyphranol	blue	100	50	1	1	46	2	I would rather take the drug that has the same amount of success as this does not worry me as much.. I would not take the risk with the other drug as I do not like to take risks with my health.	6	1	none	722	correct
843	2	ten	personal	Zyphranol	blue	100	0	1	1	31	1	Generally the chances across the board with the one are better than the other where if you dont have the right blood type its basically zero	6	1	-99	554	correct
846	2	ten	personal	Zyphranol	blue	48	48	1	1	31	2	I rated both equally because they have equal efficacies. There would be no time to find out what my blood composition is.	6	1	-99	335	correct
847	2	ten	personal	Zyphranol	blue	52	54	1	1	46	1	hard to determine which would be best	6	1	-99	657	correct
850	2	ten	personal	Zyphranol	blue	36	82	1	1	36	2	Although both treatments are equally effective I would choose Zyphranol as it has a higher rate of effectiveness.	6	1	-99	747	correct
